,Uncle John's Band,,,,,
1970/10/11,Grateful Dead,Marion Shea Auditorium,Paterson State College,Wayne,NJ,
I:,Casey Jones,,,,,
,It Hurts Me Too,,,,,
,Mama Tried,,,,,
,Till The Morning Comes,,,,,
,Dancin' In The Streets,,,,,
,Candyman,,,,,
,Sittin' On Top Of The World,,,,,
,Morning Dew,,,,,
,Beat It On Down The Line,,,,,
,China Cat Sunflower,,,,,
,> I Know You Rider,,,,,
,Dark Star,,,,,
,> St. Stephen,,,,,
,> Not Fade Away,,,,,
,> Goin' Down The Road,,,,,
,> Not Fade Away,,,,,
E:,Uncle John's Band,,,,,
1970/10/13,Jerry Garcia & Merl Saunders,The Matrix,,San Francisco,CA,
1970/10/14,Jerry Garcia & Merl Saunders,The Matrix,,San Francisco,CA,
1970/10/16,Grateful Dead,Irvine Auditorium,University of Pennsylvania,Philadelphia,PA,
I:,Morning Dew,,,,,
,Casey Jones,,,,,
,Dark Star,,,,,
,> St. Stephen,,,,,
,> Not Fade Away,,,,,
,> Turn On Your Lovelight,,,,,
,Good Lovin',,,,,
E:,Uncle John's Band,,,,,
1970/10/17,Grateful Dead,Cleveland Music Hall,,Cleveland,OH,
I:,Casey Jones,,,,,
,China Cat Sunflower,,,,,
,> I Know You Rider,,,,,
,Me & My Uncle,,,,,
,It Hurts Me Too,,,,,
,Truckin',,,,,
,Cryptical Envelopment,,,,,
,> Drums,,,,,
,> The Other One,,,,,
,> Cryptical Envelopment,,,,,
,Sugar Magnolia,,,,,
,Candyman,,,,,
,Hard To Handle,,,,,
II:,Good Lovin',,,,,
,> Drums,,,,,
,> Good Lovin',,,,,
,Cold Rain & Snow,,,,,
,Dark Star,,,,,
,> St. Stephen,,,,,
,> Not Fade Away,,,,,
,> Goin' Down The Road,,,,,
,> Not Fade Away,,,,,
,> Turn On Your Lovelight,,,,,
E:,Uncle John's Band,,,,,
1970/10/18,Grateful Dead,Tyrone Guthrie Theatre,,Minneapolis,MN,(early and late shows)
I:,(early) Casey Jones,,,,,
,Me & My Uncle,,,,,
,Morning Dew,,,,,
,Mama Tried,,,,,
,Cumberland Blues,,,,,
,Good Lovin',,,,,
1970/10/19,Jerry Garcia & Merl Saunders,The Matrix,,San Francisco,CA,
1970/10/23,NRPS,McDonough Arena,Georgetown University,Washington,DC,
I:,Six Days On The Road,,,,,
,I Don't Know You,,,,,
,Henry,,,,,
,Portland Woman,,,,,
,Glendale Train,,,,,
,Dirty Business,,,,,
,Lodi,,,,,
,Last Lonely Eagle,,,,,
,Honky Tonk Women,,,,,
1970/10/23,Grateful Dead,McDonough Arena,Georgetown University,Washington,DC,
I:,Casey Jones,,,,,
,Mama Tried,,,,,
,Hard To Handle,,,,,
,China Cat Sunflower,,,,,
,> I Know You Rider,,,,,
,Sugar Magnolia,,,,,
,Candyman,,,,,
,Me & My Uncle,,,,,
,Good Lovin',,,,,
,Truckin',,,,,
,> Drums,,,,,
,> The Other One,,,,,
,> Not Fade Away,,,,,
,> Goin' Down The Road,,,,,
,> Not Fade Away,,,,,
E:,Uncle John's Band,,,,,
1970/10/24,NRPS,Kiel Opera House,,St. Louis,MO,
I:,If You Hear Me When I'm Leavin',,,,,
,Henry,,,,,
,Portland Woman,,,,,
,Fair Chance To Know,,,,,
,Dirty Business,,,,,
,Cecilia,,,,,
,The Weight,,,,,
,Honky Tonk Women,,,,,
1970/10/24,Grateful Dead,Kiel Opera House,,St. Louis,MO,
I:,Dancin' In The Streets,,,,,
,It Hurts Me Too,,,,,
,Me & My Uncle,,,,,
,Friend Of The Devil,,,,,
,Cold Rain & Snow,,,,,
,Attics Of My Life,,,,,
,Good Lovin',,,,,
,Casey Jones,,,,,
,St. Stephen,,,,,
,> Not Fade Away,,,,,
,> Goin' Down The Road,,,,,
,> Not Fade Away,,,,,
,> Turn On Your Lovelight,,,,,
1970/10/26,Jerry Garcia & Merl Saunders,The Matrix,,San Francisco,CA,(likely cancelled due to Janis Joplin's wake that evening in San Anselmo)
1970/10/30,NRPS,Gymnasium,SUNY,Stony Brook,NY,
I:,(early) Six Days On The Road,,,,,
,I Don't Know You,,,,,
,Superman,,,,,
,Glendale Train,,,,,
,If You Hear Me When I'm Leavin',,,,,
,Henry,,,,,
,The Weight,,,,,
,Fair Chance To Know,,,,,
,Last Lonely Eagle,,,,,
,Louisiana Lady,,,,,
,Honky Tonk Women,,,,,
I:,(late) Workingman's Blues,,,,,
,Whatcha Gonna Do,,,,,
,Truck Drivin' Man,,,,,
,Hello Trouble,,,,,
,Portland Woman,,,,,
,Sweet Lovin' One,,,,,
,Dirty Business,,,,,
,Honky Tonk Women,,,,,
1970/10/30,Grateful Dead,Gymnasium,SUNY,Stony Brook,NY,
I:,(early) Cold Rain & Snow,,,,,
,Truckin',,,,,
,Sugar Magnolia,,,,,
,Next Time You See Me,,,,,
,Me & My Uncle,,,,,
,Drums,,,,,
,> Good Lovin',,,,,
,> Drums,,,,,
,> Cumberland Blues,,,,,
,> Good Lovin',,,,,
,Casey Jones,,,,,
I:,(late) Smokestack Lightnin',,,,,
,Beat It On Down The Line,,,,,
,China Cat Sunflower,,,,,
,> I Know You Rider,,,,,
,Friend Of The Devil,,,,,
,Truckin',,,,,
,Candyman,,,,,
,It Hurts Me Too,,,,,
,Dancin' In The Streets,,,,,
,Big Railroad Blues,,,,,
,St. Stephen,,,,,
,> Not Fade Away,,,,,
,> Goin' Down The Road,,,,,
,> Not Fade Away,,,,,
,> Turn On Your Lovelight,,,,,
1970/10/31,NRPS,Gymnasium,SUNY,Stony Brook,NY,
I:,(early) Six Days On The Road,,,,,
,Long Black Veil,,,,,
,I Don't Know You,,,,,
,Lodi,,,,,
,Superman,,,,,
,Glendale Train,,,,,
,Cecilia,,,,,
,Henry,,,,,
,I'm In Love With You,,,,,
,Louisiana Lady,,,,,
,Honky Tonk Women,,,,,
I:,(late) Workingman's Blues,,,,,
,Whatcha Gonna Do,,,,,
,Glendale Train,,,,,
,Portland Woman,,,,,
,Dirty Business,,,,,
,Fair Chance To Know,,,,,
,Last Lonely Eagle,,,,,
,Louisiana Lady,,,,,
,Honky Tonk Women,,,,,
1970/10/31,Grateful Dead,Gymnasium,SUNY,Stony Brook,NY,(final performance of Viola Lee Blues)
I:,(early) Till The Morning Comes,,,,,
,Hard To Handle,,,,,
,Mama Tried,,,,,
,China Cat Sunflower,,,,,
,> I Know You Rider,,,,,
,Dire Wolf,,,,,
,Cold Rain & Snow,,,,,
,Me & My Uncle,,,,,
,Dark Hollow,,,,,
,Brokedown Palace,,,,,
,Viola Lee Blues,,,,,
,> Cumberland Blues,,,,,
,> Uncle John's Band,,,,,
I:,(late) Casey Jones,,,,,
,Sugar Magnolia,,,,,
,Next Time You See Me,,,,,
,Cryptical Envelopment,,,,,
,> Drums,,,,,
,> The Other One,,,,,
,> Cryptical Envelopment,,,,,
,> Cosmic Charlie,,,,,
,Big Boss Man,,,,,
,Mama Tried,,,,,
,Hard To Handle,,,,,
,Drums,,,,,
,> Good Lovin',,,,,
,St. Stephen,,,,,
,> Not Fade Away,,,,,
,> Goin' Down The Road,,,,,
,> Not Fade Away,,,,,
1970/11/01,NRPS,Harding Theatre,,San Francisco,CA,
1970/11/02,Jerry Garcia & Merl Saunders,Harding Theatre,,San Francisco,CA,
1970/11/03,Jerry Garcia & Merl Saunders,The Matrix,,San Francisco,CA,
1970/11/05,NRPS,Capitol Theatre,,Port Chester,NY,
I:,Louisiana Lady,,,,,
,Honky Tonk Women,,,,,
1970/11/05,Grateful Dead,Capitol Theatre,,Port Chester,NY,(*Ned Lagin sits in for the first time)
I:,Hard To Handle,,,,,
,Sittin' On Top Of The World,,,,,
,Mama Tried,,,,,
,Truckin',,,,,
,> Drums,,,,,
,> The Other One*,,,,,
,> Dark Star*,,,,,
,> St. Stephen*,,,,,
,> Not Fade Away,,,,,
,> Goin' Down The Road,,,,,
,> Not Fade Away,,,,,
,> Turn On Your Lovelight,,,,,
1970/11/06,NRPS,Capitol Theatre,,Port Chester,NY,
I:,Workingman's Blues,,,,,
,I Don't Know You,,,,,
,Whatcha Gonna Do,,,,,
,Glendale Train,,,,,
,Portland Woman,,,,,
,Fair Chance To Know,,,,,
,All I Ever Wanted,,,,,
,Truck Drivin' Man,,,,,
,Lodi,,,,,
,Me And Bobby McGee,,,,,
,Louisiana Lady,,,,,
,The Weight,,,,,
,Honky Tonk Women,,,,,
1970/11/06,Grateful Dead,Capitol Theatre,,Port Chester,NY,
I:,(acoustic) Candyman,,,,,
,Uncle John's Band,,,,,
,Attics Of My Life,,,,,
,Drums and Phil,,,,,
,Don't Ease Me In,,,,,
,Deep Elem Blues,,,,,
,Dark Hollow,,,,,
,Friend Of The Devil,,,,,
,The Rub,,,,,
,Black Peter,,,,,
,El Paso,,,,,
,Brokedown Palace,,,,,
,Uncle John's Band,,,,,
II:,(electric) Casey Jones,,,,,
,Me & My Uncle,,,,,
,I'm A King Bee,,,,,
,China Cat Sunflower,,,,,
,> I Know You Rider,,,,,
,Truckin',,,,,
,Candyman,,,,,
,Sugar Magnolia,,,,,
,Good Lovin',,,,,
,> Drums,,,,,
,> The Main Ten,,,,,
,> Drums,,,,,
,> Good Lovin',,,,,
,Alligator,,,,,
,> Drums,,,,,
,> Not Fade Away,,,,,
,> Goin' Down The Road,,,,,
,> Mountain Jam,,,,,
,> Not Fade Away,,,,,
,> Caution (Do Not Stop On Tracks),,,,,
,> Turn On Your Lovelight,,,,,
1970/11/07,NRPS,Capitol Theatre,,Port Chester,NY,
I:,Truck Drivin' Man,,,,,
,Together Again,,,,,
,Sweet Lovin' One,,,,,
,Dirty Business,,,,,
,Henry,,,,,
,Last Lonely Eagle,,,,,
,Connection,,,,,
,Louisiana Lady,,,,,
,Honky Tonk Women,,,,,
1970/11/07,Grateful Dead,Capitol Theatre,,Port Chester,NY,
I:,(acoustic) Deep Elem Blues,,,,,
,Monkey & The Engineer,,,,,
,Big Railroad Blues,,,,,
,Operator,,,,,
,Ripple,,,,,
,El Paso,,,,,
,Cumberland Blues,,,,,
II:,(electric) Cold Rain & Snow,,,,,
,It Hurts Me Too,,,,,
,Beat It On Down The Line,,,,,
,Truckin',,,,,
,> Drums,,,,,
,> The Other One,,,,,
,> Casey Jones,,,,,
III:,(electric) Attics Of My Life,,,,,
,Sugar Magnolia,,,,,
,Big Boss Man,,,,,
,Mama Tried,,,,,
,China Cat Sunflower,,,,,
,> I Know You Rider,,,,,
,I'm A King Bee,,,,,
,Good Lovin',,,,,
1970/11/08,NRPS,Capitol Theatre,,Port Chester,NY,
I:,Six Days On The Road,,,,,
,Superman,,,,,
,Whatcha Gonna Do,,,,,
,Glendale Train,,,,,
,All I Ever Wanted,,,,,
,Fair Chance To Know,,,,,
,Portland Woman,,,,,
,Cecilia,,,,,
,Truck Drivin' Man,,,,,
,Last Lonely Eagle,,,,,
,Louisiana Lady,,,,,
,Honky Tonk Women,,,,,
1970/11/08,Grateful Dead,Capitol Theatre,,Port Chester,NY,(*w/Ned Lagin; first Around & Around)
I:,(acoustic) Dire Wolf,,,,,
,I Know You Rider,,,,,
,Dark Hollow,,,,,
,Rosa Lee McFall,,,,,
,El Paso,,,,,
,Operator,,,,,
,Ripple,,,,,
,Friend Of The Devil,,,,,
,Wake Up Little Susie,,,,,
,Uncle John's Band,,,,,
II:,(electric) Morning Dew,,,,,
,Me & My Uncle,,,,,
,Mystery Train,,,,,
,> My Babe,,,,,
,Around & Around,,,,,
,New Orleans,,,,,
,> Searchin',,,,,
,It's All Over Now Baby Blue,,,,,
,Casey Jones,,,,,
,Truckin',,,,,
,> Dark Star*,,,,,
,> The Main Ten*,,,,,
,> Dancin' In The Streets*,,,,,
,Not Fade Away,,,,,
,> Goin' Down The Road,,,,,
,> Not Fade Away,,,,,
,> Good Lovin',,,,,
,> Drums,,,,,
,> Good Lovin',,,,,
1970/11/09,NRPS,Action House,,Island Park,NY,
1970/11/09,Grateful Dead,Action House,,Island Park,NY,
1970/11/10,NRPS,Action House,,Island Park,NY,
1970/11/10,Grateful Dead,Action House,,Island Park,NY,
1970/11/11,NRPS,46th Street Rock Palace,,Brooklyn,NY,
1970/11/11,Grateful Dead,46th Street Rock Palace,,Brooklyn,NY,"(*w/Jorma Kaukonen, Jack Casady, Papa John Creach)"
I:,Casey Jones,,,,,
,Me & My Uncle,,,,,
,Cold Rain & Snow,,,,,
,China Cat Sunflower,,,,,
,> I Know You Rider,,,,,
,Big Railroad Blues,,,,,
,Mama Tried,,,,,
,It Hurts Me Too,,,,,
,Cryptical Envelopment,,,,,
,> Drums,,,,,
,> The Other One,,,,,
,> Cryptical Envelopment,,,,,
,> Sugar Magnolia,,,,,
,Hard To Handle,,,,,
,Truckin',,,,,
II:,Good Lovin',,,,,
,> Drums,,,,,
,> Jam,,,,,
,> La Bamba,,,,,
,> Good Lovin',,,,,
,Cumberland Blues,,,,,
,Goin' Down The Road*,,,,,
,John's Other,,,,,
,Uncle Sam's Blues,,,,,
,Around & Around,,,,,
,Ode To Billie Dean,,,,,
,Not Fade Away,,,,,
,> Hey Bo Diddley Jam,,,,,
,> Who Do You Love,,,,,
,> Drums,,,,,
,> Jam,,,,,
,Come Back Baby,,,,,
1970/11/12,NRPS,46th Street Rock Palace,,Brooklyn,NY,
1970/11/12,Grateful Dead,46th Street Rock Palace,,Brooklyn,NY,
1970/11/13,NRPS,46th Street Rock Palace,,Brooklyn,NY,
1970/11/13,Grateful Dead,46th Street Rock Palace,,Brooklyn,NY,
1970/11/14,NRPS,46th Street Rock Palace,,Brooklyn,NY,
1970/11/14,Grateful Dead,46th Street Rock Palace,,Brooklyn,NY,
1970/11/15,Grateful Dead,Washington Ave. Armory,,Albany,NY,"(cancelled after bomb threat; also Pacific Gas and Electric, Buddy Miles)"
1970/11/16,NRPS,Fillmore East,,New York,NY,
1970/11/16,Grateful Dead,Fillmore East,,New York,NY,"(*w/Steve Winwood, Will Scarlet)"
I:,Casey Jones,,,,,
,Me & My Uncle,,,,,
,Honky Tonk Women,,,,,
,Friend Of The Devil,,,,,
,Cold Rain & Snow,,,,,
,I'm A King Bee,,,,,
,China Cat Sunflower,,,,,
,> I Know You Rider,,,,,
,Hard To Handle*,,,,,
,Big Railroad Blues*,,,,,
,Not Fade Away*,,,,,
,> Goin' Down The Road*,,,,,
,> Not Fade Away*,,,,,
,Frozen Logger,,,,,
,Mama Tried,,,,,
,Truckin'*,,,,,
,> The Other One*,,,,,
,Uncle John's Band*,,,,,
1970/11/20,NRPS,The Palestra,University of Rochester,Rochester,NY,
1970/11/20,Grateful Dead,The Palestra,University of Rochester,Rochester,NY,"(*w/Jorma Kaukonen, Jack Casady)"
I:,Cold Rain & Snow,,,,,
,Me & My Uncle,,,,,
,Next Time You See Me,,,,,
,China Cat Sunflower,,,,,
,> I Know You Rider,,,,,
,Sugar Magnolia,,,,,
,Friend Of The Devil,,,,,
,Mama Tried,,,,,
,Good Lovin',,,,,
,Cumberland Blues,,,,,
,Candyman,,,,,
,Truckin',,,,,
,> Drums,,,,,
,> The Other One,,,,,
,> St. Stephen,,,,,
,> Not Fade Away,,,,,
,> Goin' Down The Road,,,,,
,> Not Fade Away,,,,,
,> I'm A King Bee,,,,,
,Casey Jones,,,,,
II:,It's All Over Now*,,,,,
,Jam*,,,,,
,Around & Around*,,,,,
,Jam*,,,,,
,> Darling Corey*,,,,,
,> Jam*,,,,,
,Uncle John's Band,,,,,
1970/11/21,Garcia/Weir/Duane Allman,WBCN Studios,,Boston,MA,(FM radio broadcast)
I:,El Paso,,,,,
,Big River,,,,,
,I Know You Rider,,,,,
,Jam,,,,,
,Dark Hollow,,,,,
,Angie,,,,,
,Let Me In 83968,,,,,
1970/11/21,NRPS,Sargent Gym,Boston University,Boston,MA,
1970/11/21,Grateful Dead,Sargent Gym,Boston University,Boston,MA,(entire show w/Ned Lagin)
I:,Casey Jones,,,,,
,Candyman,,,,,
,Mama Tried,,,,,
,Easy Wind,,,,,
,Good Lovin',,,,,
,Dancin' In The Streets,,,,,
,St. Stephen,,,,,
,Cryptical Envelopment,,,,,
,> Drums,,,,,
,> The Other One,,,,,
,> Cryptical Envelopment,,,,,
,> Cosmic Charlie,,,,,
,Uncle John's Band,,,,,
1970/11/22,NRPS,Gymnasium,Middlesex County College,Edison,NJ,
1970/11/22,Grateful Dead,Gymnasium,Middlesex County College,Edison,NJ,
1970/11/23,NRPS,Anderson Theatre,,New York,NY,(Hells Angels benefit)
I:,Mama Tried,,,,,
,Cathy's Clown,,,,,
,The Weight,,,,,
1970/11/23,Grateful Dead,Anderson Theatre,,New York,NY,
1970/11/25,NRPS,Keystone Korner,,San Francisco,CA,
1970/11/27,NRPS,The Syndrome,,Chicago,IL,
1970/11/27,Grateful Dead,The Syndrome,,Chicago,IL,
1970/11/29,NRPS,The Agora,,Columbus,OH,
I:,Hello Trouble,,,,,
,I Don't Know You,,,,,
,Whatcha Gonna Do,,,,,
,Portland Woman,,,,,
,Glendale Train,,,,,
,Cecilia,,,,,
,Delilah,,,,,
,All I Ever Wanted,,,,,
,Sweet Lovin' One,,,,,
,Louisiana Lady,,,,,
,Honky Tonk Women,,,,,
1970/11/29,Grateful Dead,The Agora,,Columbus,OH,(first Me and Bobby McGee)
I:,Don't Ease Me In,,,,,
,Cumberland Blues,,,,,
,Beat It On Down The Line,,,,,
,Next Time You See Me,,,,,
,Morning Dew,,,,,
,Brokedown Palace,,,,,
,Me and Bobby McGee,,,,,
,Truckin',,,,,
,> Drums,,,,,
,> The Other One,,,,,
,> Me & My Uncle,,,,,
,Casey Jones,,,,,
II:,Dire Wolf,,,,,
,Good Lovin',,,,,
,Sugar Magnolia,,,,,
,Not Fade Away,,,,,
,> Goin' Down The Road,,,,,
,> Not Fade Away,,,,,
1970/12/01,Jerry Garcia & Merl Saunders,The Matrix,,San Francisco,CA,
1970/12/02,Jerry Garcia & Merl Saunders,The Matrix,,San Francisco,CA,
1970/12/09,Jerry Garcia & Merl Saunders,The Matrix,,San Francisco,CA,
1970/12/12,NRPS,Santa Rosa Fairgrounds,,Santa Rosa,CA,
I:,Workingman's Blues,,,,,
,I Don't Know You,,,,,
,Glendale Train,,,,,
,Portland Woman,,,,,
,Henry,,,,,
,Dirty Business,,,,,
,Superman,,,,,
,Fair Chance To Know,,,,,
,Lodi,,,,,
,Louisiana Lady,,,,,
,Honky Tonk Women,,,,,
1970/12/12,Grateful Dead,Santa Rosa Fairgrounds,,Santa Rosa,CA,
I:,Me & My Uncle,,,,,
,Truckin',,,,,
,Brokedown Palace,,,,,
,Hard To Handle,,,,,
,Mama Tried,,,,,
,China Cat Sunflower,,,,,
,> I Know You Rider,,,,,
,Big Railroad Blues,,,,,
,I'm A King Bee,,,,,
,Sugar Magnolia,,,,,
,> Casey Jones,,,,,
II:,Dire Wolf,,,,,
,Cryptical Envelopment,,,,,
,> Drums,,,,,
,> The Other One,,,,,
,> Cryptical Envelopment,,,,,
,Not Fade Away,,,,,
,> Goin' Down The Road,,,,,
,> Darkness Jam,,,,,
,> Not Fade Away,,,,,
,> Good Lovin',,,,,
,> Uncle John's Band,,,,,
1970/12/15,David and The Dorks,The Matrix,,San Francisco,CA,"(David Crosby with Jerry, Phil Lesh, and Bill Kreutzmann)"
I:,Drop Down Mama,,,,,
,Cowboy Movie,,,,,
,Triad,,,,,
,The Wall Song,,,,,
,Bertha,,,,,
,Deep Elem Blues,,,,,
,Motherless Children,,,,,
,Laughing,,,,,
1970/12/16,David and The Dorks,The Matrix,,San Francisco,CA,"(David Crosby with Jerry, Phil Lesh, and Bill Kreutzmann)"
1970/12/17,David and The Dorks,The Matrix,,San Francisco,CA,"(David Crosby with Jerry, Phil Lesh, and Bill Kreutzmann)"
1970/12/18,Grateful Dead,Capitol Theatre,,Port Chester,NY,(cancelled)
1970/12/19,Grateful Dead,Capitol Theatre,,Port Chester,NY,(cancelled)
1970/12/20,Grateful Dead,Capitol Theatre,,Port Chester,NY,(cancelled)
1970/12/21,David and The Dorks,Pepperland,,San Rafael,CA,"(David Crosby with Jerry, Phil Lesh, and Bill Kreutzmann)"
I:,Drop Down Mama,,,,,
,Alabama Bound,,,,,
,Triad,,,,,
,Deep Elem Blues,,,,,
1970/12/21,NRPS,Pepperland,,San Rafael,CA,
1970/12/22,NRPS,Sacramento Memorial Auditorium,,Sacramento,CA,
1970/12/22,Grateful Dead,Sacramento Memorial Auditorium,,Sacramento,CA,
1970/12/23,NRPS,Winterland Arena,,San Francisco,CA,
1970/12/23,Grateful Dead,Winterland Arena,,San Francisco,CA,
I:,Deep Elem Blues,,,,,
,Me and Bobby McGee,,,,,
,Hard To Handle,,,,,
,Candyman,,,,,
,Me & My Uncle,,,,,
,Cold Rain & Snow,,,,,
,Dancin' In The Streets,,,,,
,Uncle John's Band,,,,,
1970/12/26,NRPS,Legion Stadium,,El Monte,CA,
1970/12/26,Grateful Dead,Legion Stadium,,El Monte,CA,
I:,Cold Rain & Snow,,,,,
,Mama Tried,,,,,
,The Frozen Logger,,,,,
,Easy Wind,,,,,
,Till The Morning Comes,,,,,
,Truckin',,,,,
,Friend Of The Devil,,,,,
,Me & My Uncle,,,,,
,Candyman,,,,,
,Big Railroad Blues,,,,,
,Minglewood Blues,,,,,
,Black Peter,,,,,
,Beat It On Down The Line,,,,,
,Morning Dew,,,,,
,Casey Jones,,,,,
II:,Dire Wolf,,,,,
,China Cat Sunflower,,,,,
,> I Know You Rider,,,,,
,Good Lovin',,,,,
,> Jam,,,,,
,> Uncle John's Band,,,,,
1970/12/27,NRPS,Legion Stadium,,El Monte,CA,
1970/12/27,Grateful Dead,Legion Stadium,,El Monte,CA,
I:,Truckin',,,,,
,Mama Tried,,,,,
,Hard To Handle,,,,,
,Deep Elem Blues,,,,,
,Sugar Magnolia,,,,,
,Black Peter,,,,,
,Cumberland Blues,,,,,
,It Hurts Me Too,,,,,
,Me & My Uncle,,,,,
,China Cat Sunflower,,,,,
,> I Know You Rider,,,,,
,Casey Jones,,,,,
II:,Good Lovin',,,,,
,In The Midnight Hour,,,,,
,Attics Of My Life,,,,,
,Me and Bobby McGee,,,,,
,Around & Around,,,,,
,St. Stephen,,,,,
,> Not Fade Away,,,,,
,> Goin' Down The Road,,,,,
,> Turn On Your Lovelight,,,,,
1970/12/27,Garcia/Weir/Dawson/Nelson,KPPC Studios,,Pasadena,CA,(radio broadcast)
I:,Silver Threads & Golden Needles,,,,,
,Cold Jordan,,,,,
,I Hear A Voice A Callin',,,,,
,Swing Low Sweet Chariot,,,,,
1970/12/28,NRPS,Legion Stadium,,El Monte,CA,(opened for Grateful Dead)
I:,Lodi,,,,,
,I Don't Know You,,,,,
,Henry,,,,,
,Portland Woman,,,,,
,Glendale Train,,,,,
,The Bottle Let Me Down,,,,,
,Six Days On The Road,,,,,
,Fair Chance To Know,,,,,
,All I Ever Wanted,,,,,
,Only Daddy That'll Walk The Line,,,,,
,Louisiana Lady,,,,,
,Honky Tonk Women,,,,,
1970/12/28,Grateful Dead,Legion Stadium,,El Monte,CA,
I:,Cold Rain & Snow,,,,,
,Truckin',,,,,
,It Hurts Me Too,,,,,
,Me & My Uncle,,,,,
,Beat It On Down The Line,,,,,
,China Cat Sunflower,,,,,
,> I Know You Rider,,,,,
,Cryptical Envelopment,,,,,
,> Drums,,,,,
,> The Other One,,,,,
,> Cryptical Envelopment,,,,,
,> Sugar Magnolia,,,,,
,Casey Jones,,,,,
II:,Smokestack Lightnin',,,,,
,Big Railroad Blues,,,,,
,Me and Bobby McGee,,,,,
,Deep Elem Blues,,,,,
,Cumberland Blues,,,,,
,Morning Dew,,,,,
,> Good Lovin',,,,,
,> Uncle John's Band,,,,,
1970/12/31,NRPS,Winterland Arena,,San Francisco,CA,
1970/12/31,Grateful Dead,Winterland Arena,,San Francisco,CA,
I:,Truckin',,,,,
,Monkey & The Engineer,,,,,
,Cold Rain & Snow,,,,,
,Easy Wind,,,,,
,Me & My Uncle,,,,,
,Big Railroad Blues,,,,,
,Cumberland Blues,,,,,
,Dire Wolf,,,,,
,Cryptical Envelopment,,,,,
,> Drums,,,,,
,> The Other One,,,,,
,> Cryptical Envelopment,,,,,
,> Black Peter,,,,,
,Sugar Magnolia,,,,,
,China Cat Sunflower,,,,,
,> I Know You Rider,,,,,
,Good Lovin',,,,,
,> Uncle John's Band,,,,,
1971/01/05,Jerry Garcia & Merl Saunders,The Matrix,,San Francisco,CA,
1971/01/06,Jerry Garcia & Merl Saunders,The Matrix,,San Francisco,CA,
1971/01/11,NRPS,Lion's Share,,San Anselmo,CA,
1971/01/12,Jerry Garcia & Merl Saunders,The Matrix,,San Francisco,CA,
1971/01/13,Jerry Garcia & Merl Saunders,The Matrix,,San Francisco,CA,
1971/01/21,NRPS,Freeborn Hall,University of California,Davis,CA,(James and The Good Brothers opened)
1971/01/21,Grateful Dead,Freeborn Hall,University of California,Davis,CA,
I:,Cold Rain & Snow,,,,,
,Me & My Uncle,,,,,
,Smokestack Lightnin',,,,,
,> Truckin',,,,,
,Dire Wolf,,,,,
,Hard To Handle,,,,,
,Sugar Magnolia,,,,,
,> Black Peter,,,,,
,Around & Around,,,,,
,Cumberland Blues,,,,,
,Casey Jones,,,,,
II:,Cryptical Envelopment,,,,,
,> Drums,,,,,
,> The Other One,,,,,
,> Cryptical Envelopment,,,,,
,> Cosmic Charlie,,,,,
,China Cat Sunflower,,,,,
,> I Know You Rider,,,,,
,Uncle John's Band,,,,,
1971/01/22,NRPS,Lane Community College,,Eugene,OR,(Notary Sojac opened)
1971/01/22,Grateful Dead,Lane Community College,,Eugene,OR,(first Johnny B. Goode)
I:,Casey Jones,,,,,
,Beat It On Down The Line,,,,,
,It Hurts Me Too,,,,,
,Cold Rain & Snow,,,,,
,Hard To Handle,,,,,
,Me & My Uncle,,,,,
,Brokedown Palace,,,,,
,Johnny B. Goode,,,,,
,China Cat Sunflower,,,,,
,> I Know You Rider,,,,,
1971/01/24,NRPS,Seattle Center Arena,,Seattle,WA,(Ian and Sylvia opened)
1971/01/24,Grateful Dead,Seattle Center Arena,,Seattle,WA,
I:,Truckin',,,,,
,Hard To Handle,,,,,
,China Cat Sunflower,,,,,
,> I Know You Rider,,,,,
,Sugar Magnolia,,,,,
,Good Lovin',,,,,
,> Not Fade Away,,,,,
,> Goin' Down The Road,,,,,
,> Not Fade Away,,,,,
,> Turn On Your Lovelight,,,,,
1971/02/02,Jerry Garcia & Merl Saunders,The Matrix,,San Francisco,CA,
1971/02/03,Jerry Garcia & Merl Saunders,The Matrix,,San Francisco,CA,
1971/02/04,Jerry Garcia & Merl Saunders,The Matrix,,San Francisco,CA,
1971/02/08,Jerry Garcia & Merl Saunders,The Matrix,,San Francisco,CA,
1971/02/09,Jerry Garcia & Merl Saunders,The Matrix,,San Francisco,CA,
1971/02/12,Jerry Garcia & Merl Saunders,The Matrix,,San Francisco,CA,
1971/02/13,Jerry Garcia & Merl Saunders,The Matrix,,San Francisco,CA,
1971/02/15,Jerry Garcia & Merl Saunders,The Matrix,,San Francisco,CA,
1971/02/18,NRPS,Capitol Theatre,,Port Chester,NY,
I:,Six Days On The Road,,,,,
,I Don't Know You,,,,,
,Whatcha Gonna Do,,,,,
,Henry,,,,,
,Lochinvar,,,,,
,Portland Woman,,,,,
,Glendale Train,,,,,
,The Bottle Let Me Down,,,,,
,Sweet Lovin' One,,,,,
,Last Lonely Eagle,,,,,
,Louisiana Lady,,,,,
,Honky Tonk Women,,,,,
1971/02/18,Grateful Dead,Capitol Theatre,,Port Chester,NY,"(first Bertha, Loser, Greatest Story Ever Told, Wharf Rat, Playin' In The Band; entire show w/Ned Lagin; Mickey Hart's last show until 10/20/74)"
I:,Bertha,,,,,
,Truckin',,,,,
,It Hurts Me Too,,,,,
,Loser,,,,,
